d16-all,d50-all,d84-all,SedConc_all [uL/L],avgDepth [m],avgTemp [C],avgSpC [uS/cm]
55.23619202601692,89.03055657418014,139.0895436678517,320.81477141205625,2.218786145565749,27.666555460036363,395.69809403563636
64.18493863494261,113.50961593646002,204.61233945386405,373.41366666703465,4.8469483472986745,27.657288557764705,395.9113903105882
75.31494850639882,131.99859308550256,208.0145583613271,429.1492804150593,6.945557735168194,27.663692699599995,396.0871874398095
75.91985409928431,137.7054177393261,205.90533735096628,585.8164672059993,9.628452559836902,27.663736439356526,396.219565590087
62.127027194553236,106.03032780226192,191.43997256597456,636.5224558603195,12.101429657492353,27.663520899963633,396.24001509527267
53.29398798311407,94.56489256872267,201.73484078274183,529.9047210286676,14.051793522935782,27.646155228380948,396.18885061866666
56.13968665076017,93.87104683916328,193.34801818192372,643.5793107779774,14.809477777777776,27.646372753327274,396.2158239754545
55.81595702872631,90.5210991157546,152.46907466232634,599.6167985823529,15.689575728848114,27.64571582614737,396.21788131389485
54.73347586179191,95.84727737558441,186.61732562697802,635.1316715869241,15.834238920489298,27.647415513044443,396.23503343800013
60.47449147258498,100.26508129932489,207.96628199195598,734.0917608830331,14.817364471967377,27.6467795566353,396.2009398722353
52.75976784474492,89.55860135379908,202.03194052747634,760.5440718024832,13.530601440366972,27.6456995809,396.23053326400003
47.57380921377652,81.50504550207536,354.2036747621107,770.2151474836023,13.019970972477063,27.643874829073685,396.20581067200004
46.71288335882498,73.69447756878505,106.8118668176918,680.1784612280003,13.78516211111111,27.641763498906663,396.2299444202667
53.828614010670755,85.8175848458019,152.16157617320025,554.928269779189,14.422800236493375,27.64327353846667,396.29144053600004
45.997934940623125,73.69151926929642,112.29419002272219,548.2535788102006,14.782966936799184,27.6458443213,396.32952674700005
48.667736345320534,85.0988523185402,164.1908346023161,455.6751741757095,14.8016105382263,27.643706157269563,396.30459669008695
42.45445598386004,72.079669734084,121.61427229161765,571.7851592424743,13.46187774108053,27.63983435046,396.27444134520005
43.96355880146588,68.85831894368253,107.21455768382556,518.0795451408665,12.702339829765545,27.6411089129,396.29111857033337
54.43544054846528,92.04137153501411,185.94743664406465,504.43215842201266,12.527559128440364,27.64266376175385,396.35037973169227
43.35274121220126,71.80669964688286,113.67780171357961,664.0471286146095,12.646707763506623,27.64060304210667,396.3189130002667
50.65227089537645,83.82911383111853,151.80487766371212,461.579239188733,12.804877987767583,27.640090238338463,396.3008402249231
53.588136378168585,89.2855679106255,164.71780473190896,590.035624062394,12.779893825688072,27.643147139525002,396.33616240699996
59.75212569116275,96.42017772443424,154.611277991478,566.9838242116938,1.0106363321100895,27.64471145192,395.9983051130001
64.72237881448989,112.57410850617762,241.88954533886476,485.6231956456662,11.540208984709484,27.646464743860864,396.3780506394782
73.06163011985103,140.93186923377084,269.0492665797287,660.4192886596021,11.55353483180428,27.65261355852174,396.44273538069564
67.71352487716317,116.19377116572475,202.765826170694,753.7165774618196,10.523807593374109,27.645988591516666,396.3895058161667
65.84483447927087,115.20979106629105,229.32032234849558,678.4111357602119,9.474394133944955,27.656192594457146,396.40440377447624
59.9921519068372,96.91828762107075,174.80373526065816,622.7868212933204,9.376262405300714,27.643377979523805,396.36814627428566
57.65045228700706,102.14912041299894,176.55909812858948,519.4078607602421,8.238571403873598,27.645505004030767,396.3530509626154
61.265373833028,111.6402053545275,228.47311720334463,431.1102374553867,7.351708129969419,27.648359680349998,396.3877737971667
57.03518408442114,98.58265989761635,157.96513428627475,566.7850163795214,7.405191218348623,27.649256809913044,396.3986581297391
50.99477132254573,81.72615453205565,128.87557356220435,436.5070336457232,6.686927943017329,27.644249618640007,396.3754338998
71.58335673041661,134.32326567206275,313.93826017369366,379.157800729795,5.564715062691132,27.656914380176,396.4804356942401
67.39468155912097,123.99400970281856,195.22182380798483,535.6427725007452,5.147990839245668,27.65443944875555,396.43744773007404
69.978660674588,136.3524998194142,308.03416771914783,472.7898974545998,4.051910601630988,27.658016083931035,396.4312706613793
58.5323381174706,98.97659040628854,167.89578820308816,520.8926870187241,2.487628171253822,27.656317868064,396.40900688336
63.78047753944483,109.2449193466176,203.20003983773083,330.7575881863399,0.8199724597349644,27.694145688479995,396.57010680919996
43.696687725700116,74.35721911156594,110.38546711196273,404.3497648041907,0.4014682643221203,27.690363873893336,396.50330598893333
