d16-all,d50-all,d84-all,SedConc_all [uL/L],avgDepth [m],avgTemp [C],avgSpC [uS/cm]
72.27119780020303,117.72071554951354,192.37186097229332,423.0685060662079,3.113672026911315,27.6840957667,394.762313081125
75.21273729203618,131.00475671921254,219.58611571718473,607.2027431056699,6.696223380937818,27.67089182952308,395.2384188555385
59.03698572140512,95.85995718750557,154.91095083535484,882.3721484405528,9.528624349031599,27.671459445180954,395.57297037752386
71.76553290619336,120.19890244601139,210.82002643467845,604.8140373648762,11.751639231396531,27.6658481448,395.7110353999999
69.33367915718311,115.03278108193732,178.17536724769016,734.688735582585,13.915431767584096,27.66510233025263,395.855302152421
70.33283662477922,114.89489787240937,199.68175753475043,698.553596557495,16.286776787971455,27.670929027578946,395.9966636242105
65.09239271144853,100.68281071290315,158.03290046274012,880.6266180676631,17.189385724770645,27.665064207180954,396.0278122108572
64.73175075934412,107.7296913832923,167.42797243675628,724.2628720582265,17.375487119266054,27.663277423642104,396.0569745869474
72.90382878917781,121.68724619368322,280.1665724431695,816.0218319084221,17.596992173292556,27.662900627494746,396.1033170362105
77.44969239426976,130.76982483002251,218.7693870628189,1038.3994375128746,17.670889269113147,27.66327640714286,396.15812238819046
72.70459474020878,123.4586604485659,218.82621891835387,931.5146311761214,16.372359593272172,27.666521364000005,396.18363534214285
81.91700262261774,137.78143604119973,233.63217097843935,788.2434015710653,15.253072763506626,27.663817835704354,396.1939411723479
82.51887325896419,138.18254054987585,244.31565527904186,868.5975913223498,14.34363923853211,27.663754618733336,396.2143909175
89.39035971859754,151.32708898003503,271.2020744856431,901.508945769812,12.648768845056061,27.669452291762962,396.1666744860741
87.33403371676538,153.34731884746498,248.38914222748616,1035.1231158208645,12.33240566055046,27.667534804281484,396.21362969140745
77.73567603568245,136.76751469165956,242.048390240134,924.887950736951,10.864823595412844,27.670367518703447,396.2540095868966
71.78267302440673,115.97105710520789,193.78345121938895,745.1431128968491,9.22557195545362,27.662592416571428,396.1621273784285
83.0420054110115,134.04572630142843,240.46350325075207,592.6752044444866,9.267731573394492,27.664932867582607,396.17983419878266
70.50759175160734,127.0981212997512,244.02923078733204,767.2114311214327,9.345965452701325,27.666122668864006,396.23759414432
89.99910197467831,181.08382592408148,318.7825814409993,731.6993056828019,7.918431146687054,27.660257507759997,396.17468970208
82.44075104546143,139.98939465282064,260.7998648174394,975.2935753657677,6.259485399898063,27.66945698936923,396.2454457898462
87.59849869595728,153.29372447022948,249.876684228209,813.03352960989,4.771466313761468,27.66296212077143,396.16409689485715
82.12166072310124,151.36938669534538,299.64153776138215,653.0756370349991,3.407943805504587,27.678600946025814,396.1491506689032
79.31872857772247,136.52288557967816,234.29209485545294,605.8274295482207,3.262412681141692,27.685458893837037,396.19791350103696
72.27948022813017,122.15741960540834,206.06822544950236,592.6517400103096,1.716645412844036,27.689034248645157,396.06019763470965
56.53114542785287,97.25518403976523,154.97159684982955,497.6688993564183,0.3791883950050968,27.685905175695996,395.96415932800005
