depth,c_mg_l
18.0,0.0
17.5,60.874186823984566
16.5,79.79120161654127
15.5,78.7312985833897
14.5,76.00250153023435
13.5,81.58917176832163
12.5,83.78694648763721
11.5,99.2376832587993
10.5,86.24592808129691
9.5,101.45406079062052
8.5,94.829931944111
7.5,85.20745119390142
6.5,101.8552849901107
5.5,108.68391105191385
4.5,110.42480833180139
3.5,108.3477889513477
2.5,110.83460226178086
1.5,114.16166009644185
0.5,121.53447617287799
