depth,c_mg_l
18.5,0.0
18.0,90.56140953148595
17.0,105.5415691734112
16.0,104.2607351792942
15.0,120.32225169584184
14.0,133.41449965343318
13.0,123.4404798927371
12.0,144.9905173891492
11.0,143.73659800041588
10.0,169.19920700586974
9.0,172.37392097578535
8.0,156.81185235883194
7.0,165.76420409731358
6.0,186.57095837085205
5.0,188.79301523809653
4.0,190.62007743500266
3.0,202.79692946164687
2.0,198.9352408111746
0.9,268.3
