depth,c_mg_l
17.0,0.0
16.5,123.40980744948655
15.5,107.32788066611302
14.5,109.30261140036602
13.5,146.19360447679205
12.5,151.32996115360677
11.5,159.64734983121423
10.5,149.38022675591156
9.5,181.0024398452243
8.5,167.78213632999896
7.5,195.41903773717655
6.5,218.8017873120165
5.5,247.77208984104425
4.5,266.63844047377904
3.5,332.6713920902691
2.5,338.37920522035347
1.5,506.817192880629
0.85,484.0
